Subclases ECOICOP ver.2;Tipo de dato;Periodo;Total
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2025M04;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2025M03;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2025M02;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2025M01;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M12;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M11;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M10;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M09;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M08;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M07;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M06;-0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M05;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M04;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M03;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M02;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2024M01;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M12;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M11;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M10;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M09;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M08;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M07;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M06;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M05;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M04;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M03;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M02;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2023M01;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M12;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M11;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M10;0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M09;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M08;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M07;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M06;1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M05;0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M04;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M03;1,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M02;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2022M01;5,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M12;1,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M11;1,6
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M10;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M09;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M08;-0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M07;-0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M06;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M05;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M04;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M03;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M02;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2021M01;-1,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M12;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M11;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M10;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M09;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M08;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M07;-1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M06;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M05;1,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M04;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M03;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M02;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2020M01;-2,8
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M12;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M11;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M10;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M09;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M08;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M07;-1,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M06;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M05;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M04;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M03;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M02;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2019M01;-1,6
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M12;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M11;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M10;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M09;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M08;-0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M07;-1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M06;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M05;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M04;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M03;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M02;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2018M01;-2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M12;-0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M11;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M10;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M09;0,7
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M08;0
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M07;-1,7
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M06;0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M05;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M04;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M03;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M02;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2017M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2016M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2015M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2014M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2013M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2012M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2011M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2010M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2009M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2008M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2007M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2006M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2005M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2004M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2003M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M12;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M11;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M10;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M09;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M08;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M07;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M06;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M05;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M04;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M03;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación mensual;2002M01;""
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2026M02;""
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2026M01;2,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M12;2,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M11;2,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M10;2,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M09;1,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M08;1,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M07;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M06;1,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M05;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M04;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M03;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M02;0,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2025M01;0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M12;0,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M11;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M10;0,8
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M09;1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M08;0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M07;0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M06;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M05;1,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M04;1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M03;1,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M02;1,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2024M01;1,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M12;2,8
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M11;3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M10;3,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M09;4,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M08;5,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M07;5,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M06;6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M05;6,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M04;7,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M03;8,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M02;9,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2023M01;10,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M12;14,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M11;15,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M10;16,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M09;17
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M08;16,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M07;16,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M06;14,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M05;13,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M04;12,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M03;11,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M02;11,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2022M01;10,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M12;3,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M11;2,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M10;1,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M09;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M08;0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M07;0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M06;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M05;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M04;1,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M03;1,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M02;1,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2021M01;1,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M12;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M11;0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M10;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M09;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M08;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M07;-0,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M06;-0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M05;-0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M04;-0,9
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M03;-1,5
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M02;-1,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2020M01;-1,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M12;-0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M11;-0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M10;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M09;-0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M08;-0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M07;-0,3
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M06;-0,4
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M05;0,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M04;-0,7
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M03;-0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M02;-0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2019M01;-0,2
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2018M12;-0,6
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2018M11;-1,1
05.1.1.4 Accesorios, alfombras y esteras;Variación anual;2018M10;-0,9
