Subclases ECOICOP ver.2;Tipo de dato;Periodo;Total
01.1.4.1 Leche entera;Variación mensual;2012M08;""
01.1.4.1 Leche entera;Variación mensual;2012M07;""
01.1.4.1 Leche entera;Variación mensual;2012M06;""
01.1.4.1 Leche entera;Variación mensual;2012M05;""
01.1.4.1 Leche entera;Variación mensual;2012M04;""
01.1.4.1 Leche entera;Variación mensual;2012M03;""
01.1.4.1 Leche entera;Variación mensual;2012M02;""
01.1.4.1 Leche entera;Variación mensual;2012M01;""
01.1.4.1 Leche entera;Variación mensual;2011M12;""
01.1.4.1 Leche entera;Variación mensual;2011M11;""
01.1.4.1 Leche entera;Variación mensual;2011M10;""
01.1.4.1 Leche entera;Variación mensual;2011M09;""
01.1.4.1 Leche entera;Variación mensual;2011M08;""
01.1.4.1 Leche entera;Variación mensual;2011M07;""
01.1.4.1 Leche entera;Variación mensual;2011M06;""
01.1.4.1 Leche entera;Variación mensual;2011M05;""
01.1.4.1 Leche entera;Variación mensual;2011M04;""
01.1.4.1 Leche entera;Variación mensual;2011M03;""
01.1.4.1 Leche entera;Variación mensual;2011M02;""
01.1.4.1 Leche entera;Variación mensual;2011M01;""
01.1.4.1 Leche entera;Variación mensual;2010M12;""
01.1.4.1 Leche entera;Variación mensual;2010M11;""
01.1.4.1 Leche entera;Variación mensual;2010M10;""
01.1.4.1 Leche entera;Variación mensual;2010M09;""
01.1.4.1 Leche entera;Variación mensual;2010M08;""
01.1.4.1 Leche entera;Variación mensual;2010M07;""
01.1.4.1 Leche entera;Variación mensual;2010M06;""
01.1.4.1 Leche entera;Variación mensual;2010M05;""
01.1.4.1 Leche entera;Variación mensual;2010M04;""
01.1.4.1 Leche entera;Variación mensual;2010M03;""
01.1.4.1 Leche entera;Variación mensual;2010M02;""
01.1.4.1 Leche entera;Variación mensual;2010M01;""
01.1.4.1 Leche entera;Variación mensual;2009M12;""
01.1.4.1 Leche entera;Variación mensual;2009M11;""
01.1.4.1 Leche entera;Variación mensual;2009M10;""
01.1.4.1 Leche entera;Variación mensual;2009M09;""
01.1.4.1 Leche entera;Variación mensual;2009M08;""
01.1.4.1 Leche entera;Variación mensual;2009M07;""
01.1.4.1 Leche entera;Variación mensual;2009M06;""
01.1.4.1 Leche entera;Variación mensual;2009M05;""
01.1.4.1 Leche entera;Variación mensual;2009M04;""
01.1.4.1 Leche entera;Variación mensual;2009M03;""
01.1.4.1 Leche entera;Variación mensual;2009M02;""
01.1.4.1 Leche entera;Variación mensual;2009M01;""
01.1.4.1 Leche entera;Variación mensual;2008M12;""
01.1.4.1 Leche entera;Variación mensual;2008M11;""
01.1.4.1 Leche entera;Variación mensual;2008M10;""
01.1.4.1 Leche entera;Variación mensual;2008M09;""
01.1.4.1 Leche entera;Variación mensual;2008M08;""
01.1.4.1 Leche entera;Variación mensual;2008M07;""
01.1.4.1 Leche entera;Variación mensual;2008M06;""
01.1.4.1 Leche entera;Variación mensual;2008M05;""
01.1.4.1 Leche entera;Variación mensual;2008M04;""
01.1.4.1 Leche entera;Variación mensual;2008M03;""
01.1.4.1 Leche entera;Variación mensual;2008M02;""
01.1.4.1 Leche entera;Variación mensual;2008M01;""
01.1.4.1 Leche entera;Variación mensual;2007M12;""
01.1.4.1 Leche entera;Variación mensual;2007M11;""
01.1.4.1 Leche entera;Variación mensual;2007M10;""
01.1.4.1 Leche entera;Variación mensual;2007M09;""
01.1.4.1 Leche entera;Variación mensual;2007M08;""
01.1.4.1 Leche entera;Variación mensual;2007M07;""
01.1.4.1 Leche entera;Variación mensual;2007M06;""
01.1.4.1 Leche entera;Variación mensual;2007M05;""
01.1.4.1 Leche entera;Variación mensual;2007M04;""
01.1.4.1 Leche entera;Variación mensual;2007M03;""
01.1.4.1 Leche entera;Variación mensual;2007M02;""
01.1.4.1 Leche entera;Variación mensual;2007M01;""
01.1.4.1 Leche entera;Variación mensual;2006M12;""
01.1.4.1 Leche entera;Variación mensual;2006M11;""
01.1.4.1 Leche entera;Variación mensual;2006M10;""
01.1.4.1 Leche entera;Variación mensual;2006M09;""
01.1.4.1 Leche entera;Variación mensual;2006M08;""
01.1.4.1 Leche entera;Variación mensual;2006M07;""
01.1.4.1 Leche entera;Variación mensual;2006M06;""
01.1.4.1 Leche entera;Variación mensual;2006M05;""
01.1.4.1 Leche entera;Variación mensual;2006M04;""
01.1.4.1 Leche entera;Variación mensual;2006M03;""
01.1.4.1 Leche entera;Variación mensual;2006M02;""
01.1.4.1 Leche entera;Variación mensual;2006M01;""
01.1.4.1 Leche entera;Variación mensual;2005M12;""
01.1.4.1 Leche entera;Variación mensual;2005M11;""
01.1.4.1 Leche entera;Variación mensual;2005M10;""
01.1.4.1 Leche entera;Variación mensual;2005M09;""
01.1.4.1 Leche entera;Variación mensual;2005M08;""
01.1.4.1 Leche entera;Variación mensual;2005M07;""
01.1.4.1 Leche entera;Variación mensual;2005M06;""
01.1.4.1 Leche entera;Variación mensual;2005M05;""
01.1.4.1 Leche entera;Variación mensual;2005M04;""
01.1.4.1 Leche entera;Variación mensual;2005M03;""
01.1.4.1 Leche entera;Variación mensual;2005M02;""
01.1.4.1 Leche entera;Variación mensual;2005M01;""
01.1.4.1 Leche entera;Variación mensual;2004M12;""
01.1.4.1 Leche entera;Variación mensual;2004M11;""
01.1.4.1 Leche entera;Variación mensual;2004M10;""
01.1.4.1 Leche entera;Variación mensual;2004M09;""
01.1.4.1 Leche entera;Variación mensual;2004M08;""
01.1.4.1 Leche entera;Variación mensual;2004M07;""
01.1.4.1 Leche entera;Variación mensual;2004M06;""
01.1.4.1 Leche entera;Variación mensual;2004M05;""
01.1.4.1 Leche entera;Variación mensual;2004M04;""
01.1.4.1 Leche entera;Variación mensual;2004M03;""
01.1.4.1 Leche entera;Variación mensual;2004M02;""
01.1.4.1 Leche entera;Variación mensual;2004M01;""
01.1.4.1 Leche entera;Variación mensual;2003M12;""
01.1.4.1 Leche entera;Variación mensual;2003M11;""
01.1.4.1 Leche entera;Variación mensual;2003M10;""
01.1.4.1 Leche entera;Variación mensual;2003M09;""
01.1.4.1 Leche entera;Variación mensual;2003M08;""
01.1.4.1 Leche entera;Variación mensual;2003M07;""
01.1.4.1 Leche entera;Variación mensual;2003M06;""
01.1.4.1 Leche entera;Variación mensual;2003M05;""
01.1.4.1 Leche entera;Variación mensual;2003M04;""
01.1.4.1 Leche entera;Variación mensual;2003M03;""
01.1.4.1 Leche entera;Variación mensual;2003M02;""
01.1.4.1 Leche entera;Variación mensual;2003M01;""
01.1.4.1 Leche entera;Variación mensual;2002M12;""
01.1.4.1 Leche entera;Variación mensual;2002M11;""
01.1.4.1 Leche entera;Variación mensual;2002M10;""
01.1.4.1 Leche entera;Variación mensual;2002M09;""
01.1.4.1 Leche entera;Variación mensual;2002M08;""
01.1.4.1 Leche entera;Variación mensual;2002M07;""
01.1.4.1 Leche entera;Variación mensual;2002M06;""
01.1.4.1 Leche entera;Variación mensual;2002M05;""
01.1.4.1 Leche entera;Variación mensual;2002M04;""
01.1.4.1 Leche entera;Variación mensual;2002M03;""
01.1.4.1 Leche entera;Variación mensual;2002M02;""
01.1.4.1 Leche entera;Variación mensual;2002M01;""
01.1.4.1 Leche entera;Variación anual;2026M02;""
01.1.4.1 Leche entera;Variación anual;2026M01;2,8
01.1.4.1 Leche entera;Variación anual;2025M12;5,2
01.1.4.1 Leche entera;Variación anual;2025M11;5,4
01.1.4.1 Leche entera;Variación anual;2025M10;5,6
01.1.4.1 Leche entera;Variación anual;2025M09;6,7
01.1.4.1 Leche entera;Variación anual;2025M08;6
01.1.4.1 Leche entera;Variación anual;2025M07;5,7
01.1.4.1 Leche entera;Variación anual;2025M06;5,6
01.1.4.1 Leche entera;Variación anual;2025M05;5,8
01.1.4.1 Leche entera;Variación anual;2025M04;4,2
01.1.4.1 Leche entera;Variación anual;2025M03;3,2
01.1.4.1 Leche entera;Variación anual;2025M02;3,4
01.1.4.1 Leche entera;Variación anual;2025M01;3,7
01.1.4.1 Leche entera;Variación anual;2024M12;1,4
01.1.4.1 Leche entera;Variación anual;2024M11;1,2
01.1.4.1 Leche entera;Variación anual;2024M10;0,7
01.1.4.1 Leche entera;Variación anual;2024M09;-0,5
01.1.4.1 Leche entera;Variación anual;2024M08;-0,9
01.1.4.1 Leche entera;Variación anual;2024M07;-0,7
01.1.4.1 Leche entera;Variación anual;2024M06;-0,8
01.1.4.1 Leche entera;Variación anual;2024M05;-0,8
01.1.4.1 Leche entera;Variación anual;2024M04;-0,2
01.1.4.1 Leche entera;Variación anual;2024M03;0
01.1.4.1 Leche entera;Variación anual;2024M02;0
01.1.4.1 Leche entera;Variación anual;2024M01;1,5
01.1.4.1 Leche entera;Variación anual;2023M12;-0,1
01.1.4.1 Leche entera;Variación anual;2023M11;5,7
01.1.4.1 Leche entera;Variación anual;2023M10;11,6
01.1.4.1 Leche entera;Variación anual;2023M09;13
01.1.4.1 Leche entera;Variación anual;2023M08;15,1
01.1.4.1 Leche entera;Variación anual;2023M07;17,8
01.1.4.1 Leche entera;Variación anual;2023M06;20,1
01.1.4.1 Leche entera;Variación anual;2023M05;24,3
01.1.4.1 Leche entera;Variación anual;2023M04;27,7
01.1.4.1 Leche entera;Variación anual;2023M03;30,8
01.1.4.1 Leche entera;Variación anual;2023M02;33,2
01.1.4.1 Leche entera;Variación anual;2023M01;33,4
01.1.4.1 Leche entera;Variación anual;2022M12;37,3
01.1.4.1 Leche entera;Variación anual;2022M11;30,9
01.1.4.1 Leche entera;Variación anual;2022M10;25,6
01.1.4.1 Leche entera;Variación anual;2022M09;25,3
01.1.4.1 Leche entera;Variación anual;2022M08;26
01.1.4.1 Leche entera;Variación anual;2022M07;23,1
01.1.4.1 Leche entera;Variación anual;2022M06;20,7
01.1.4.1 Leche entera;Variación anual;2022M05;16,7
01.1.4.1 Leche entera;Variación anual;2022M04;14
01.1.4.1 Leche entera;Variación anual;2022M03;11,4
01.1.4.1 Leche entera;Variación anual;2022M02;9,3
01.1.4.1 Leche entera;Variación anual;2022M01;6,6
01.1.4.1 Leche entera;Variación anual;2021M12;5,1
01.1.4.1 Leche entera;Variación anual;2021M11;4,2
01.1.4.1 Leche entera;Variación anual;2021M10;3,3
01.1.4.1 Leche entera;Variación anual;2021M09;1,6
01.1.4.1 Leche entera;Variación anual;2021M08;-0,3
01.1.4.1 Leche entera;Variación anual;2021M07;-0,4
01.1.4.1 Leche entera;Variación anual;2021M06;-0,5
01.1.4.1 Leche entera;Variación anual;2021M05;-0,8
01.1.4.1 Leche entera;Variación anual;2021M04;-0,6
01.1.4.1 Leche entera;Variación anual;2021M03;-0,2
01.1.4.1 Leche entera;Variación anual;2021M02;-0,5
01.1.4.1 Leche entera;Variación anual;2021M01;0,2
01.1.4.1 Leche entera;Variación anual;2020M12;0,2
01.1.4.1 Leche entera;Variación anual;2020M11;-0,1
01.1.4.1 Leche entera;Variación anual;2020M10;-0,4
01.1.4.1 Leche entera;Variación anual;2020M09;0,6
01.1.4.1 Leche entera;Variación anual;2020M08;0,2
01.1.4.1 Leche entera;Variación anual;2020M07;0,4
01.1.4.1 Leche entera;Variación anual;2020M06;1,2
01.1.4.1 Leche entera;Variación anual;2020M05;0,8
01.1.4.1 Leche entera;Variación anual;2020M04;0,4
01.1.4.1 Leche entera;Variación anual;2020M03;-0,1
01.1.4.1 Leche entera;Variación anual;2020M02;0,7
01.1.4.1 Leche entera;Variación anual;2020M01;0,2
01.1.4.1 Leche entera;Variación anual;2019M12;0,3
01.1.4.1 Leche entera;Variación anual;2019M11;0,4
01.1.4.1 Leche entera;Variación anual;2019M10;0,2
01.1.4.1 Leche entera;Variación anual;2019M09;0
01.1.4.1 Leche entera;Variación anual;2019M08;0,1
01.1.4.1 Leche entera;Variación anual;2019M07;0,3
01.1.4.1 Leche entera;Variación anual;2019M06;-0,7
01.1.4.1 Leche entera;Variación anual;2019M05;0,1
01.1.4.1 Leche entera;Variación anual;2019M04;-0,2
01.1.4.1 Leche entera;Variación anual;2019M03;-0,3
01.1.4.1 Leche entera;Variación anual;2019M02;-0,3
01.1.4.1 Leche entera;Variación anual;2019M01;-0,4
01.1.4.1 Leche entera;Variación anual;2018M12;-0,2
01.1.4.1 Leche entera;Variación anual;2018M11;-0,2
01.1.4.1 Leche entera;Variación anual;2018M10;-0,1
01.1.4.1 Leche entera;Variación anual;2018M09;-1,1
01.1.4.1 Leche entera;Variación anual;2018M08;-0,6
01.1.4.1 Leche entera;Variación anual;2018M07;-0,6
01.1.4.1 Leche entera;Variación anual;2018M06;-0,4
01.1.4.1 Leche entera;Variación anual;2018M05;-0,9
01.1.4.1 Leche entera;Variación anual;2018M04;-0,2
01.1.4.1 Leche entera;Variación anual;2018M03;0,1
01.1.4.1 Leche entera;Variación anual;2018M02;0
01.1.4.1 Leche entera;Variación anual;2018M01;0,2
01.1.4.1 Leche entera;Variación anual;2017M12;""
01.1.4.1 Leche entera;Variación anual;2017M11;""
01.1.4.1 Leche entera;Variación anual;2017M10;""
01.1.4.1 Leche entera;Variación anual;2017M09;""
01.1.4.1 Leche entera;Variación anual;2017M08;""
01.1.4.1 Leche entera;Variación anual;2017M07;""
01.1.4.1 Leche entera;Variación anual;2017M06;""
01.1.4.1 Leche entera;Variación anual;2017M05;""
01.1.4.1 Leche entera;Variación anual;2017M04;""
01.1.4.1 Leche entera;Variación anual;2017M03;""
01.1.4.1 Leche entera;Variación anual;2017M02;""
01.1.4.1 Leche entera;Variación anual;2017M01;""
01.1.4.1 Leche entera;Variación anual;2016M12;""
01.1.4.1 Leche entera;Variación anual;2016M11;""
01.1.4.1 Leche entera;Variación anual;2016M10;""
01.1.4.1 Leche entera;Variación anual;2016M09;""
01.1.4.1 Leche entera;Variación anual;2016M08;""
01.1.4.1 Leche entera;Variación anual;2016M07;""
01.1.4.1 Leche entera;Variación anual;2016M06;""
01.1.4.1 Leche entera;Variación anual;2016M05;""
01.1.4.1 Leche entera;Variación anual;2016M04;""
01.1.4.1 Leche entera;Variación anual;2016M03;""
01.1.4.1 Leche entera;Variación anual;2016M02;""
01.1.4.1 Leche entera;Variación anual;2016M01;""
01.1.4.1 Leche entera;Variación anual;2015M12;""
01.1.4.1 Leche entera;Variación anual;2015M11;""
01.1.4.1 Leche entera;Variación anual;2015M10;""
01.1.4.1 Leche entera;Variación anual;2015M09;""
01.1.4.1 Leche entera;Variación anual;2015M08;""
01.1.4.1 Leche entera;Variación anual;2015M07;""
01.1.4.1 Leche entera;Variación anual;2015M06;""
01.1.4.1 Leche entera;Variación anual;2015M05;""
01.1.4.1 Leche entera;Variación anual;2015M04;""
01.1.4.1 Leche entera;Variación anual;2015M03;""
01.1.4.1 Leche entera;Variación anual;2015M02;""
01.1.4.1 Leche entera;Variación anual;2015M01;""
01.1.4.1 Leche entera;Variación anual;2014M12;""
01.1.4.1 Leche entera;Variación anual;2014M11;""
01.1.4.1 Leche entera;Variación anual;2014M10;""
01.1.4.1 Leche entera;Variación anual;2014M09;""
01.1.4.1 Leche entera;Variación anual;2014M08;""
01.1.4.1 Leche entera;Variación anual;2014M07;""
01.1.4.1 Leche entera;Variación anual;2014M06;""
01.1.4.1 Leche entera;Variación anual;2014M05;""
01.1.4.1 Leche entera;Variación anual;2014M04;""
01.1.4.1 Leche entera;Variación anual;2014M03;""
01.1.4.1 Leche entera;Variación anual;2014M02;""
01.1.4.1 Leche entera;Variación anual;2014M01;""
01.1.4.1 Leche entera;Variación anual;2013M12;""
01.1.4.1 Leche entera;Variación anual;2013M11;""
01.1.4.1 Leche entera;Variación anual;2013M10;""
01.1.4.1 Leche entera;Variación anual;2013M09;""
01.1.4.1 Leche entera;Variación anual;2013M08;""
