date,BIENES DE INVERSION   (INPUT II),CONS. Y REP. EDIFICIOS,CONS. Y REP. MAQUINARIA,ENERGIA Y LUBRICANTES,ENERGIA Y LUBRICANTES CARBURANTES,ENERGIA Y LUBRICANTES ELECTRICIDAD,ENERGIA Y LUBRICANTES LUBRICANTES,GASTOS GENERALES,MAQUINARIA Y OTROS BIENES DE EQUIPO,MATERIAL Y PEQUEÑO UTILLAJE,OBRAS DE INVERSION,PROTECCION FITOPATOLOGICA,TRATAMIENTOS ZOOSANITARIOS
2006-12-01,106.34,108.24,110.09,105.03,104.62,106.18,106.04,104.21,104.52,105.98,108.84,102.26,105.59
2007-01-01,105.58,108.26,107.39,103.0,100.86,109.15,108.07,104.9,103.13,105.96,108.93,102.6,105.72
2007-02-01,105.61,108.26,105.58,103.32,101.23,109.15,108.86,104.91,103.19,105.31,108.93,102.69,106.05
2007-03-01,105.7,108.26,105.9,104.98,103.41,109.15,109.99,105.97,103.34,106.01,108.93,103.36,106.26
2007-04-01,107.05,108.68,105.91,107.27,106.6,109.15,109.07,107.12,104.73,106.53,110.23,103.83,106.54
2007-05-01,107.37,108.68,105.91,108.27,107.96,109.15,109.08,107.82,105.29,107.11,110.23,104.01,106.82
2007-06-01,107.58,109.61,105.79,110.57,111.07,109.15,109.34,108.34,105.64,106.92,110.23,103.88,107.06
2007-07-01,109.59,110.46,105.86,111.27,111.48,111.0,109.43,108.98,107.45,107.33,112.52,104.03,107.33
2007-08-01,109.71,110.46,105.8,111.71,112.06,111.0,109.72,108.72,107.66,107.44,112.52,104.39,107.54
2007-09-01,109.75,110.46,107.25,113.53,114.55,111.0,109.58,108.5,107.73,107.55,112.52,104.04,107.87
2007-10-01,111.43,111.2,107.65,114.97,116.51,111.0,109.59,108.07,110.51,107.06,112.7,104.4,108.3
2007-11-01,111.52,111.2,107.9,121.42,125.25,111.0,109.98,109.45,110.66,108.52,112.7,104.76,108.61
2007-12-01,111.61,111.2,107.77,122.22,126.33,111.0,110.15,110.34,110.81,109.27,112.7,104.58,108.91
2008-01-01,113.04,111.7,113.17,122.67,125.9,114.59,110.33,111.75,112.69,109.91,113.52,104.55,109.5
2008-02-01,113.07,111.7,113.66,126.71,131.29,114.59,111.73,111.73,112.74,109.28,113.52,104.81,109.94
2008-03-01,113.02,111.68,113.71,131.31,137.4,114.59,113.9,113.32,112.79,108.13,113.34,107.1,110.26
2008-04-01,114.09,112.77,114.06,135.68,143.24,114.59,115.42,113.98,113.51,109.15,114.89,108.8,110.63
2008-05-01,114.18,112.77,114.6,147.16,158.87,114.59,115.29,116.2,113.67,109.15,114.89,109.37,110.99
2008-06-01,114.33,112.77,117.41,151.67,165.04,114.59,114.87,117.9,113.93,109.65,114.89,111.11,111.33
2008-07-01,116.12,118.05,116.99,153.65,165.93,121.01,114.17,119.5,114.56,110.4,118.25,111.48,111.59
2008-08-01,116.41,118.23,116.83,145.11,154.21,121.01,115.4,118.01,114.66,110.7,118.81,112.06,112.15
2008-09-01,116.67,118.41,117.05,138.34,144.97,121.01,115.84,117.04,114.71,110.8,119.36,112.0,112.6
2008-10-01,117.74,120.07,116.85,128.8,131.98,121.01,115.84,114.45,115.01,111.5,121.5,112.87,112.93
2008-11-01,117.81,120.07,116.79,116.62,115.41,121.01,115.8,111.93,115.12,111.63,121.5,113.18,113.15
2008-12-01,117.84,120.07,116.76,104.92,99.5,121.01,115.55,109.97,115.18,111.99,121.5,113.47,113.45
2009-01-01,118.15,119.29,116.83,104.23,97.13,125.59,116.97,110.29,117.54,111.75,118.99,114.46,113.69
2009-02-01,118.15,119.29,120.84,100.73,92.36,125.59,117.04,110.66,117.54,112.57,118.99,114.2,113.86
2009-03-01,118.15,119.29,120.68,98.89,89.86,125.59,117.04,110.31,117.53,111.98,118.99,114.0,114.09
2009-04-01,117.13,119.98,120.52,101.26,93.14,125.59,116.29,110.83,115.31,110.76,119.61,113.76,114.3
2009-05-01,117.0,119.98,120.6,102.3,94.58,125.59,115.88,111.18,115.09,110.18,119.61,113.84,114.51
2009-06-01,117.03,119.98,121.03,106.57,100.37,125.59,116.18,113.09,115.14,108.33,119.61,113.33,114.78
2009-07-01,117.02,121.74,121.11,108.85,102.12,130.28,116.26,113.56,115.15,108.07,119.58,112.87,114.91
2009-08-01,116.99,121.74,121.08,109.32,102.78,130.28,116.02,114.53,115.1,108.67,119.58,112.56,114.96
2009-09-01,113.68,121.74,121.54,108.96,102.29,130.28,116.0,113.31,115.2,108.38,111.59,112.86,114.99
2009-10-01,117.95,122.24,121.86,110.46,104.32,130.28,116.02,110.43,116.6,108.82,119.81,113.23,115.08
2009-11-01,117.92,122.24,123.55,111.59,105.87,130.28,116.0,112.43,116.54,109.23,119.81,113.48,115.11
2009-12-01,117.89,122.24,122.08,112.13,106.6,130.28,116.05,112.87,116.49,109.44,119.81,113.63,115.15
2010-01-01,116.94,122.4,121.15,115.19,109.54,133.75,119.02,115.15,114.78,109.84,119.91,114.07,115.18
2010-02-01,116.97,122.4,121.68,117.02,111.8,133.75,122.26,114.82,114.84,109.73,119.91,113.96,114.98
2010-03-01,116.94,122.4,122.09,121.02,117.13,133.75,123.9,116.32,114.78,109.31,119.91,114.37,114.87
2010-04-01,118.7,122.62,121.48,127.29,125.59,133.75,124.95,117.96,117.33,109.14,120.57,113.73,114.77
2010-05-01,118.81,122.62,121.19,127.73,126.16,133.75,125.29,118.47,117.52,109.58,120.57,113.52,114.74
2010-06-01,118.8,122.62,121.77,129.8,128.96,133.75,125.53,118.26,117.51,109.51,120.57,114.38,114.74
2010-07-01,118.99,123.42,121.11,129.44,128.46,133.75,125.8,119.21,116.32,110.0,122.66,113.55,114.77
2010-08-01,119.02,123.42,121.02,127.73,126.18,133.75,125.08,119.39,116.37,110.14,122.66,113.17,114.78
2010-09-01,119.02,123.42,121.11,127.84,126.33,133.75,125.13,119.18,116.37,110.81,122.66,113.43,114.81
2010-10-01,119.31,123.38,121.15,129.93,127.32,140.17,125.08,116.76,116.96,111.63,122.53,113.36,114.81
2010-11-01,119.31,123.38,121.7,132.76,131.1,140.17,126.0,118.69,116.97,111.57,122.53,113.82,115.01
2010-12-01,119.42,123.38,121.87,137.86,138.02,140.17,126.22,121.02,117.15,111.75,122.53,113.56,115.23
2011-01-01,119.72,123.52,122.86,143.65,141.91,153.89,126.61,124.3,117.3,112.5,123.04,113.11,115.21
2011-02-01,119.79,123.52,124.15,147.63,147.3,153.89,126.99,124.71,117.42,113.71,123.04,113.28,115.27
2011-03-01,119.79,123.52,122.88,153.23,154.92,153.89,126.93,126.38,117.42,116.73,123.04,113.25,115.32
2011-04-01,120.52,125.63,122.57,154.21,156.21,153.89,127.6,127.83,116.96,114.83,125.4,112.92,115.36
2011-05-01,120.52,125.63,123.41,149.48,149.78,153.89,127.45,127.16,116.97,114.53,125.4,112.84,115.32
2011-06-01,120.55,125.63,123.7,148.93,149.01,153.89,127.79,126.89,117.01,114.87,125.4,112.95,114.51
2011-07-01,121.05,126.6,123.95,150.59,150.52,156.24,128.67,128.32,117.15,115.23,126.41,113.55,114.44
2011-08-01,121.09,126.6,123.9,150.32,150.09,156.24,129.68,128.11,117.21,115.8,126.41,113.19,114.41
2011-09-01,121.12,126.6,123.91,152.49,152.94,156.24,131.03,128.18,117.27,115.85,126.41,113.57,114.69
2011-10-01,121.63,126.67,123.81,153.04,153.8,156.24,129.59,124.81,118.05,115.92,126.55,113.32,114.75
2011-11-01,121.73,126.67,123.75,156.19,157.96,156.24,131.25,126.64,118.23,116.01,126.55,113.28,114.66
2011-12-01,121.73,126.67,123.82,156.02,157.73,156.24,131.25,127.34,118.22,115.64,126.55,113.28,114.66
2012-01-01,121.44,126.34,124.13,159.45,162.3,156.24,132.61,129.6,118.12,116.04,125.99,113.52,114.75
2012-02-01,121.47,126.34,123.45,162.47,166.42,156.24,132.56,129.95,118.18,115.69,125.99,113.52,114.93
2012-03-01,121.47,126.34,123.42,163.65,168.02,156.24,132.54,131.46,118.18,115.43,125.99,113.45,115.13
2012-04-01,123.62,126.45,123.57,162.74,163.64,167.12,132.54,133.8,121.65,115.38,126.33,113.38,115.4
2012-05-01,123.69,126.45,124.15,160.81,161.0,167.12,132.61,125.23,121.78,116.0,126.33,113.49,115.44
2012-06-01,123.72,126.45,124.12,157.25,156.13,167.12,133.09,131.13,121.83,116.22,126.33,115.14,115.45
2012-07-01,122.92,126.49,124.17,162.97,162.08,173.67,132.14,133.72,120.45,117.0,126.32,115.12,115.78
2012-08-01,122.93,126.49,124.11,166.35,166.68,173.67,132.25,135.86,120.46,116.48,126.32,115.05,115.87
2012-09-01,122.97,126.49,124.18,168.63,169.79,173.67,132.02,137.34,120.53,116.33,126.32,114.98,116.16
2012-10-01,123.88,126.31,124.55,166.89,167.37,173.67,132.76,132.0,122.47,116.19,125.8,115.16,116.22
2012-11-01,123.88,126.31,123.83,164.67,164.35,173.67,132.76,131.84,122.48,116.03,125.8,116.75,116.23
2012-12-01,123.82,126.4,124.75,162.28,161.11,173.67,132.71,132.55,122.37,117.15,125.8,117.65,116.28
2013-01-01,124.73,124.03,124.89,165.19,163.46,178.86,134.07,133.55,123.83,120.9,125.96,117.56,116.44
2013-02-01,124.84,124.03,125.74,166.82,165.65,178.86,134.63,134.3,124.02,121.45,125.96,118.38,116.6
2013-03-01,124.84,124.03,125.02,164.91,162.95,178.86,135.97,134.2,124.02,121.59,125.96,117.68,116.51
2013-04-01,124.49,124.19,125.4,158.76,158.01,167.0,135.96,132.71,122.66,121.89,127.01,118.1,116.38
2013-05-01,124.63,124.19,125.94,157.52,156.43,167.0,134.42,132.23,122.9,121.48,127.01,117.56,117.17
2013-06-01,124.71,124.19,125.08,157.0,155.7,167.0,134.83,132.34,123.03,121.22,127.01,118.06,117.27
2013-07-01,125.54,124.19,126.18,160.14,160.01,167.0,134.26,134.12,123.97,121.59,127.69,118.11,117.37
2013-08-01,125.5,124.19,126.53,162.21,161.29,172.31,134.26,135.01,123.9,121.82,127.69,118.28,117.28
2013-09-01,125.5,124.19,126.63,164.26,164.0,172.31,135.47,134.77,123.9,121.56,127.69,118.8,117.23
2013-10-01,127.64,124.58,126.76,160.45,157.27,177.63,135.5,130.37,127.73,121.36,127.51,119.04,117.27
2013-11-01,127.62,124.58,126.79,160.07,156.71,177.63,136.06,131.57,127.7,122.34,127.51,119.27,117.28
2013-12-01,127.63,124.58,126.8,161.17,159.88,172.31,134.24,132.77,127.72,121.88,127.51,119.1,117.32
2014-01-01,128.07,124.81,126.66,161.14,157.03,181.71,135.52,133.72,128.28,121.04,127.77,119.28,117.23
2014-02-01,128.05,124.81,126.43,161.47,157.01,183.31,135.57,133.38,128.27,120.96,127.76,118.95,117.31
2014-03-01,128.02,124.81,126.53,161.11,156.52,183.31,135.57,133.38,128.21,121.39,127.76,119.62,117.34
2014-04-01,127.41,124.81,126.55,160.34,155.52,183.31,134.81,133.91,127.14,121.41,127.77,118.19,117.39
2014-05-01,127.55,124.81,126.63,159.1,153.89,183.31,134.13,134.05,127.39,121.13,127.77,118.5,117.51
2014-06-01,127.69,124.81,127.08,159.16,153.97,183.31,134.1,134.01,127.64,121.25,127.77,117.83,117.56
2014-07-01,127.16,125.17,127.52,161.83,153.35,198.02,134.1,134.13,126.63,121.64,127.88,118.07,117.65
2014-08-01,127.15,125.17,127.35,162.7,152.93,203.46,134.51,134.52,126.63,122.43,127.88,118.39,117.86
2014-09-01,127.19,125.17,127.38,161.59,151.42,203.46,134.51,134.99,126.69,120.58,127.88,118.32,118.01
2014-10-01,127.55,125.2,126.9,157.82,146.25,203.46,134.91,130.07,127.32,120.7,127.86,118.57,118.09
2014-11-01,127.58,125.2,126.78,158.84,141.17,225.83,134.87,129.89,127.37,120.21,127.86,117.89,117.49
2014-12-01,127.55,125.2,126.09,149.77,128.85,225.83,134.6,127.65,127.32,120.5,127.86,118.51,118.09
