PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
PULPA DE REMOLACHA (100kg),2023,44.61,44.31,44.18,43.81,43.18,35.8,40.33,35.91,35.64,37.09,32.21,31.33,39.03
,2024,33.66,30.75,30,28.34,27.96,27.28,27.04,24.23,29.34,29.29,29.16,29.25,28.86
,2025,30.63,30.2,29.98,29.67,31.91,31.93,34.2,34.72,34.97,35.45,0,0,0
ALFALFA DESHIDRATADA (100kg),2023,33.8,33.99,34.19,34.39,34.85,39.63,39.71,37.88,36.52,38.15,32.88,32.51,35.71
,2024,34.62,28.8,27.89,26.9,25.87,25.16,24.72,23.33,23.19,22.98,23.22,23.29,25.83
,2025,26.22,27.97,27.56,30.06,30.08,30.05,27.97,27.99,28.08,28.71,0,0,0
LACTORREMPLAZANTES 20% PROTEINA (100kg),2023,250.86,250.61,248.94,247.11,245.75,229.96,223.27,214.78,209.63,205.65,200.32,198.66,227.13
,2024,194.69,194.81,194.38,194.26,194.69,193.38,194.09,194.2,194.82,194.9,195.98,196.38,194.72
,2025,215.03,216.34,244.15,251.05,284.85,284.81,287.18,287.16,287.4,287.38,0,0,0
TERNEROS CRIA (100kg),2023,46.69,46.46,46.13,44.93,43.95,41.45,40.81,40.32,39.62,39.05,39.42,39.59,42.37
,2024,39.9,39.48,38.62,38.23,37.9,37.99,37.76,37.43,37.24,37.53,37.82,38.1,38.17
,2025,36.54,36.71,37.21,36.75,36.31,36.27,36.26,36.07,35.94,35.95,0,0,0
TERNEROS RECRIA Y CEBO (100kg),2023,43.18,42.78,42.59,41.34,40.53,39.32,38.79,38.39,37.63,37.14,36.92,39.97,39.88
,2024,37.36,36.94,36.13,35.59,35.45,35.39,35.14,34.92,34.79,35,35.35,35.6,35.64
,2025,33.66,34.3,34.36,34.41,34.15,34.29,34.39,34.22,34.06,34.01,0,0,0
CONCENTRADO  VACUNO DE LECHE (100kg),2023,45.53,45.6,45.86,45.43,45.07,43.86,42.47,40.21,39.59,39.45,38.17,38.3,42.46
,2024,41.05,36.75,36.04,35.24,35,35,34.84,34.63,33.77,33.76,34.08,34.13,35.36
,2025,35.41,35.79,35.63,38.05,38.02,38.22,41.84,41.88,41.78,41.83,0,0,0
CONCENTRADO VACUNO DE CARNE (100kg),2023,44.36,44.16,44.23,43.22,42.55,41.31,39.35,37.93,37.25,37.49,36.57,35.81,40.35
,2024,36.92,34.92,33.94,33.26,32.84,33.11,32.82,32.69,32.61,32.87,32.82,32.86,33.47
,2025,33.31,33.79,33.95,33.47,33.33,33.17,33.02,33.28,33.15,32.9,0,0,0
CORDEROS Y CHIVOS CRIA (100kg),2023,51.1,50.94,51.24,49.48,47.83,46.15,44.46,44.13,43.38,42.8,43.32,43.52,46.53
,2024,43.94,43.48,41.6,40.97,40.02,40.11,39.11,38.9,38.73,39.17,40.2,40.31,40.55
,2025,40.34,40.83,40.55,40.07,39.3,39.87,38.34,37.73,37.59,37.6,0,0,0
CORDEROS Y CHIVOS RECRIA. ENGORDE (100kg),2023,45.09,44.9,44.82,43.3,41.67,40.23,39.49,38.94,38.22,37.86,38.17,38.38,40.92
,2024,38.24,37.97,36.74,36.11,35.32,35.68,34.7,34.59,34.19,34.64,34.95,35.39,35.71
,2025,35.79,36.25,36.19,35.66,34.84,35.4,33.67,33.63,33.73,33.75,0,0,0
OVEJAS Y CABRAS LACTANTES (100kg),2023,42.79,43.22,43,41.92,40.75,39.74,39.6,38.65,37.22,37.11,36.95,36.67,39.8
,2024,37.58,37.18,35.89,35.62,35.21,34.76,34.36,34.04,34.19,34.17,34.36,34.6,35.16
,2025,33.21,33.28,33.51,33.16,32.15,32.26,31.14,31.03,30.74,30.76,0,0,0
LECHONES (100kg),2023,54.87,54.02,54.39,52.52,51.2,50.16,48.5,47.88,46.48,46.32,46.3,46.54,49.93
,2024,46.62,46.02,45.36,45.05,44.41,44.9,44.57,44.09,43.66,43.68,44.19,44.53,44.76
,2025,44.79,45.23,45.37,45.04,45.33,44.94,44.51,44.17,44.05,43.98,0,0,0
CERDOS CRECIMIENTO Y CEBO (100kg),2023,44.08,43.84,43.28,41.55,40.11,39.27,37.42,36.54,36,36.2,35.8,35.84,39.16
,2024,35.61,35.25,34.51,34.13,33.2,33.49,33.03,33.82,33.21,33.28,33.57,33.99,33.92
,2025,34.6,35.11,35.74,35.41,35,34.7,34.99,34.35,34.09,33.99,0,0,0
CERDAS GESTACION Y LACTACION (100kg),2023,42.94,42.64,41.95,40.38,39.32,37.54,36.39,35.57,34.89,34.71,34.23,34.27,37.9
,2024,34.8,34,33.43,32.93,32.35,32.56,32.15,31.84,31.91,32.11,32.61,32.93,32.8
,2025,33.32,33.87,33.99,33.56,33.17,33.04,32.3,32.28,32.04,32.05,0,0,0
CONEJOS (100kg),2023,43.15,42.72,42.43,42.3,41.84,41.53,41.66,40.55,40.14,39.81,39.47,39.12,41.23
,2024,39.39,38.15,37.58,36.56,36.24,36,35.66,34.62,34.53,34.51,35.16,35.34,36.15
,2025,37.29,37.29,37.76,37.05,36.53,36.57,37.76,37.29,37.38,37.25,0,0,0
POLLITAS CRIA-RECRIA (100kg),2023,54.12,54.18,53.76,52.79,51.74,50.45,48.58,47.59,46.43,46.16,45.63,46.15,49.8
,2024,46.91,45.73,44.6,43.58,43.11,43.14,42.98,43.04,42.76,42.66,41.56,43.06,43.59
,2025,44.09,42.9,43.72,44.14,43.89,43.09,42.37,42.11,41.82,41.18,0,0,0
GALLINAS PONEDORAS (100kg),2023,48.98,48.99,48.71,47.87,46.44,44.56,43.65,42.72,42.67,42.79,41.32,42.06,45.06
,2024,42.46,41.12,40.64,39.88,39.59,39.67,39.1,39.03,38.77,39.28,39.72,38.99,39.85
,2025,39.8,40.71,40.49,40.18,40.32,39.51,40.13,39.75,39.39,39.07,0,0,0
POLLOS CARNE (100kg),2023,53.2,53.02,52.87,51.83,50.43,47.53,46.64,45.38,44.99,45.17,44.01,44.38,48.29
,2024,46.91,43.39,42.46,41.21,40.94,40.8,40.67,40.56,40.34,40.41,40.68,41.76,41.68
,2025,42.58,42.79,43.66,42.88,41.88,41.43,42.02,41.74,41.76,41.81,0,0,0
