PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
,2024,165.99,164.22,161.9,161.16,160.53,159.51,159.54,159.45,159.66,159.8,159.23,160.58,160.97
,2025,162.12,164.34,164.85,165.88,167.18,166.78,168.59,169.41,170.73,173.58,0,0,0
     - ENMIENDAS,2023,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02
,2024,96.59,97.16,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73
,2025,95.45,95.45,93.75,93.75,92.05,92.05,92.05,92.05,92.05,92.05,0,0,0
ALIMENTOS DE GANADO,2023,156.35,155.86,154.67,150.36,147.11,144.06,141.26,139.08,136.97,137.57,135.2,136.56,144.59
,2024,136.82,132.32,129.76,127.39,125.48,124.75,122.39,120.51,119.39,119.9,120.69,121.75,125.09
,2025,123.79,125.45,126.6,126.05,125.03,124.21,124.25,123.27,122.58,122.5,0,0,0
     - PIENSOS SIMPLES,2023,152.68,153.7,151.63,149.05,150.46,155.3,161.21,164.35,162.04,165.7,161.07,161.21,157.37
,2024,159.48,151.82,149.54,145.16,143.69,136.65,128.74,114.22,114.03,114.92,114.17,114.67,132.26
,2025,121.36,123.38,123.16,122.88,122.31,121.34,116.2,116.4,115.37,116.19,0,0,0
     - PIENSOS COMPUESTOS,2023,157.06,156.28,155.26,150.62,146.46,141.87,137.38,134.17,132.1,132.1,130.16,131.77,142.1
,2024,132.41,128.53,125.92,123.94,121.94,122.44,121.16,121.74,120.43,120.87,121.96,123.13,123.7
,2025,124.27,125.86,127.27,126.67,125.56,124.77,125.82,124.6,123.98,123.73,0,0,0
          + PARA BOVINO,2023,154.33,153.52,153.38,150.04,147.78,143.26,139.93,136.15,133.63,132.5,130.33,136.16,142.58
,2024,134.06,128.22,125.52,123.4,122.73,122.68,121.93,121.24,120.1,120.62,121.64,122.22,123.7
,2025,120.26,122.11,122.85,125.35,125.61,126.02,129.82,129.62,129.16,129.02,0,0,0
          + PARA OVINO Y CAPRINO,2023,158.26,158.72,158.4,153.69,148.75,144.31,142.23,139.71,135.88,134.93,135.31,135.17,145.45
,2024,136.86,135.57,130.76,129.18,126.99,126.66,124.23,123.41,123.11,123.85,125.13,126.15,127.66
,2025,124.15,125.1,125.27,123.76,120.56,121.73,116.83,116.25,115.77,115.83,0,0,0
          + PARA PORCINO,2023,159.06,157.96,156.36,150.32,145.44,141.97,135.9,132.94,130.66,131.04,129.77,130,141.78
,2024,129.64,128.07,125.55,124.16,121.14,122.26,120.7,122.4,120.65,120.92,122.1,123.49,123.42
,2025,125.38,127.14,128.94,127.76,126.56,125.55,125.76,123.98,123.16,122.88,0,0,0
          + PARA CONEJOS,2023,155.33,153.78,152.74,152.27,150.61,149.5,149.96,145.97,144.49,143.3,142.08,140.82,148.42
,2024,141.79,137.33,135.28,131.61,130.45,129.59,128.37,124.62,124.3,124.23,126.57,127.21,130.13
,2025,134.23,134.23,135.93,133.37,131.5,131.64,135.93,134.23,134.56,134.09,0,0,0
          + PARA  AVES,2023,154.83,154.53,153.9,151.02,146.83,139.48,136.66,133.29,132.41,132.83,129.08,130.62,141.29
,2024,135.6,127.78,125.47,122.31,121.45,121.29,120.41,120.15,119.43,120.12,120.95,122.21,123.09
,2025,124.69,125.92,127.31,125.64,124.01,122.21,123.86,122.91,122.51,122.16,0,0,0
