date,ALIMENTOS DE GANADO,ALIMENTOS DE GANADO PIENSOS COMPUESTOS,ALIMENTOS DE GANADO PIENSOS COMPUESTOS PARA  AVES,ALIMENTOS DE GANADO PIENSOS COMPUESTOS PARA BOVINO,ALIMENTOS DE GANADO PIENSOS COMPUESTOS PARA CONEJOS,ALIMENTOS DE GANADO PIENSOS COMPUESTOS PARA OVINO Y CAPRINO,ALIMENTOS DE GANADO PIENSOS COMPUESTOS PARA PORCINO,ALIMENTOS DE GANADO PIENSOS SIMPLES,BIENES Y SERVICIOS DE USO CORRIENTE (INPUT I),FERTILIZANTES,FERTILIZANTES COMPUESTOS,FERTILIZANTES ENMIENDAS,FERTILIZANTES SIMPLES,FERTILIZANTES SIMPLES FOSFATADOS,FERTILIZANTES SIMPLES NITROGENADOS,FERTILIZANTES SIMPLES POTASICOS,SEMILLAS Y PLANTONES,SEMILLAS Y PLANTONES PLANTONES,SEMILLAS Y PLANTONES SEMILLAS
2016-07-01,97.21,96.27,96.54,95.51,92.29,97.66,96.49,100.97,96.87,90.53,93.16,95.38,87.78,98.38,84.98,99.95,104.48,107.47,103.44
2016-08-01,96.15,95.32,96.11,94.86,91.5,96.98,95.06,99.51,96.45,91.02,93.77,95.38,88.28,98.3,85.67,99.47,104.48,107.47,103.44
2016-09-01,95.37,94.57,94.73,96.13,91.43,94.72,93.94,98.6,95.93,88.81,90.85,95.38,86.16,98.1,83.19,98.56,104.48,107.47,103.44
2016-10-01,95.04,94.34,93.22,97.79,90.35,94.37,93.69,97.83,96.02,86.63,88.57,95.38,83.63,98.07,80.14,97.83,104.48,107.47,103.44
2016-11-01,94.66,93.78,92.58,95.78,89.41,94.21,93.77,98.2,95.97,86.68,87.39,95.38,84.55,98.16,81.28,97.79,104.91,107.47,104.01
2016-12-01,94.79,93.81,92.54,94.99,87.18,92.79,94.41,98.75,96.56,86.57,86.91,95.38,84.68,98.28,81.47,97.5,104.91,107.47,104.01
2017-01-01,95.09,94.14,92.65,94.94,87.36,93.1,95.05,98.91,97.42,87.34,87.73,95.38,85.57,94.52,82.9,98.06,105.12,108.28,104.01
2017-02-01,95.57,94.61,93.03,95.18,87.36,93.06,95.73,99.46,97.11,87.84,88.08,95.38,86.27,94.73,83.86,97.29,105.12,108.28,104.01
2017-03-01,95.3,94.41,92.84,94.96,88.15,92.94,95.48,98.92,96.62,88.16,87.53,95.38,87.24,95.01,85.21,96.03,105.12,108.28,104.01
2017-04-01,95.19,94.26,93.15,95.02,88.8,92.31,94.98,98.96,96.59,88.25,87.34,100.77,86.54,94.92,84.26,96.65,105.12,108.28,104.01
2017-05-01,95.08,93.94,92.7,94.92,88.26,91.99,94.66,99.67,96.32,88.35,87.28,100.77,86.78,94.71,84.34,98.44,105.12,108.28,104.01
2017-06-01,95.06,93.84,92.42,94.23,88.4,92.89,94.81,99.94,96.22,87.98,87.43,100.77,85.98,94.46,83.39,98.31,105.12,108.28,104.01
2017-07-01,95.43,94.22,92.26,94.58,88.44,92.69,95.58,100.34,96.39,86.9,87.35,100.77,83.99,94.4,80.9,98.45,105.12,108.28,104.01
2017-08-01,95.11,93.89,92.11,94.52,88.69,92.09,95.04,100.01,96.37,86.56,87.17,100.77,83.48,94.39,80.43,97.25,105.12,108.28,104.01
2017-09-01,94.97,93.91,92.44,94.52,87.86,92.14,94.92,99.23,96.56,86.97,86.94,100.77,84.41,94.54,81.56,97.26,105.12,108.28,104.01
2017-10-01,94.98,93.8,91.84,94.71,88.19,92.05,94.95,99.73,96.99,87.6,86.67,100.77,85.79,94.53,83.56,95.27,105.12,108.28,104.01
2017-11-01,95.48,94.29,92.64,95.01,89.31,92.6,95.3,100.3,97.5,87.48,86.41,100.77,85.75,94.54,83.46,95.58,104.57,108.28,103.27
2017-12-01,96.44,94.85,92.79,95.11,90.03,92.94,96.31,102.83,98.38,87.34,86.01,100.77,85.76,94.48,83.5,95.43,104.57,108.28,103.27
2018-01-01,96.97,95.45,92.98,95.97,90.42,93.2,97.08,103.07,99.09,87.35,85.8,100.77,85.93,94.14,83.81,95.0,107.95,121.34,103.27
2018-02-01,97.77,95.98,93.46,96.38,90.89,93.8,97.68,105.01,99.91,90.36,85.43,126.15,87.12,93.76,85.56,93.33,107.95,121.34,103.27
2018-03-01,98.39,96.44,93.55,96.37,90.64,94.48,98.58,106.21,99.29,90.62,85.68,126.15,87.44,94.64,85.7,94.5,107.95,121.34,103.27
2018-04-01,99.37,96.97,94.18,96.76,91.07,94.82,99.12,109.02,100.03,90.4,85.74,126.15,86.99,96.37,85.19,92.71,107.95,121.34,103.27
2018-05-01,98.61,95.86,93.82,96.87,91.54,94.66,96.9,109.71,100.35,89.99,85.56,126.15,86.33,95.74,84.51,92.24,107.95,121.34,103.27
2018-06-01,98.28,95.8,93.41,97.26,91.68,94.62,96.83,108.28,100.45,89.95,85.41,126.15,86.37,94.71,84.65,92.4,107.95,121.34,103.27
2018-07-01,97.99,95.65,94.07,97.14,91.61,93.95,96.26,107.43,100.58,90.17,86.46,126.15,86.04,94.96,84.17,92.7,107.95,121.34,103.27
2018-08-01,97.84,95.53,92.65,97.32,91.68,93.83,96.77,107.14,100.85,91.0,87.75,126.15,86.72,94.31,84.91,93.96,107.95,121.34,103.27
2018-09-01,98.01,95.89,92.42,97.86,92.62,94.75,97.3,106.57,101.24,92.76,89.64,126.15,88.71,95.54,87.11,95.01,107.95,121.34,103.27
2018-10-01,98.65,96.53,91.95,97.76,92.69,93.91,99.06,107.16,101.57,92.89,89.66,126.15,88.94,95.92,87.34,95.19,107.95,121.34,103.27
2018-11-01,98.98,96.7,92.12,98.25,93.23,94.56,99.04,108.17,101.58,93.14,89.79,126.15,89.31,95.64,87.67,96.34,109.12,121.34,104.85
2018-12-01,99.22,96.72,92.02,98.43,93.48,94.31,99.08,109.26,101.2,92.79,89.55,126.15,88.81,94.9,87.17,96.09,107.9,121.34,103.2
2019-01-01,99.83,97.47,92.21,98.84,92.58,94.33,100.43,109.34,102.02,98.02,91.99,149.23,92.66,95.68,91.78,96.78,108.3,120.44,104.06
2019-02-01,100.09,97.8,92.42,98.38,92.51,94.09,101.22,109.31,102.03,98.32,92.28,149.23,93.04,96.91,92.14,96.58,107.83,119.5,103.75
2019-03-01,99.99,97.71,92.46,98.74,91.97,93.97,100.89,109.16,101.87,98.07,92.01,149.23,92.76,97.68,91.71,96.58,107.36,118.52,103.45
2019-04-01,99.44,97.19,92.3,98.08,91.11,92.81,100.3,108.52,101.79,97.22,91.09,149.23,91.79,98.98,90.28,97.22,106.88,117.54,103.15
2019-05-01,99.05,96.71,91.86,97.89,90.96,93.28,99.56,108.47,101.4,96.7,90.47,149.23,91.24,99.78,89.55,96.9,106.41,116.6,102.85
2019-06-01,99.59,97.13,92.26,98.51,91.61,94.15,99.86,109.53,101.34,96.51,91.0,149.23,90.52,98.9,88.72,97.11,105.93,115.62,102.54
2019-07-01,99.57,97.04,91.98,98.42,91.39,94.06,99.88,109.78,101.54,96.49,90.67,149.23,90.71,97.39,89.11,97.17,105.93,115.62,102.54
2019-08-01,99.39,96.86,91.86,98.33,91.36,93.92,99.62,109.6,101.08,96.12,90.0,149.23,90.49,96.58,88.98,96.7,105.93,115.62,102.54
2019-09-01,99.38,96.8,91.68,98.49,91.0,94.29,99.52,109.75,100.93,95.88,89.44,149.23,90.41,96.23,88.97,96.41,105.93,115.62,102.54
2019-10-01,99.21,96.46,91.16,98.65,90.93,94.07,99.05,110.26,101.1,96.12,89.18,149.23,91.06,96.1,89.43,99.04,105.93,115.62,102.54
2019-11-01,99.31,96.29,91.11,98.01,91.83,93.67,98.98,111.45,101.1,96.76,89.48,149.23,92.05,97.06,90.71,97.91,105.47,115.62,101.92
2019-12-01,99.0,95.86,90.63,97.85,91.57,93.14,98.47,111.67,100.58,95.94,88.76,149.23,91.0,96.35,89.79,95.67,105.47,115.62,101.92
2020-01-01,99.13,95.96,90.56,98.47,91.29,92.89,98.49,111.9,100.92,96.24,88.1,150.77,91.74,100.7,90.27,95.45,104.19,115.14,100.36
2020-02-01,99.38,96.94,93.52,97.77,96.72,93.01,98.94,109.21,100.4,93.8,86.83,136.92,90.62,100.12,88.85,96.01,104.19,115.14,100.36
2020-03-01,99.85,97.52,93.73,98.7,96.87,94.25,99.53,109.24,99.41,91.84,86.03,136.92,87.49,100.69,84.82,96.65,104.19,115.14,100.36
2020-04-01,99.95,97.84,94.2,99.14,96.83,95.48,99.64,108.45,98.43,90.94,85.41,133.08,86.94,99.03,84.22,97.31,104.19,115.14,100.36
2020-05-01,99.21,97.41,93.96,98.56,96.72,95.0,99.15,106.46,97.73,90.52,84.64,133.08,86.68,100.24,83.86,96.62,104.19,115.14,100.36
2020-06-01,98.02,96.33,93.27,97.9,96.44,93.41,97.69,104.81,97.55,89.95,83.9,133.08,86.13,99.86,83.46,94.89,104.19,115.14,100.36
2020-07-01,96.54,95.64,92.39,97.33,95.97,92.17,97.09,100.15,96.87,89.21,83.25,133.08,85.18,97.28,82.65,94.16,104.19,115.14,100.36
2020-08-01,96.84,96.01,92.38,97.72,95.64,91.88,97.76,100.18,97.18,89.26,83.24,133.08,85.29,99.03,82.54,94.53,104.19,115.14,100.36
2020-09-01,97.2,96.25,93.66,97.36,96.18,92.7,97.61,100.99,97.65,90.03,83.66,133.08,86.43,99.65,83.91,94.45,104.19,115.14,100.36
2020-10-01,99.2,97.65,94.56,98.82,96.98,94.68,99.24,105.44,98.33,90.17,83.58,133.08,86.77,99.73,84.49,93.18,104.19,115.14,100.36
2020-11-01,101.75,100.32,97.1,101.2,98.92,97.66,102.11,107.52,99.84,89.45,83.33,133.08,85.58,99.84,83.03,92.99,104.63,115.14,100.95
2020-12-01,103.13,101.75,98.24,101.6,100.22,99.03,104.14,108.7,100.95,90.2,84.4,133.08,86.24,99.94,84.08,91.29,104.63,115.14,100.95
2021-01-01,105.84,103.98,100.33,103.98,101.76,100.75,106.49,113.34,103.7,92.51,87.02,134.62,88.48,103.76,86.15,93.47,105.87,118.79,101.35
2021-02-01,106.68,104.88,100.27,105.89,102.45,102.34,107.45,113.91,103.44,94.93,88.25,140.0,91.19,105.84,89.17,94.37,105.87,118.79,101.35
2021-03-01,107.78,106.47,101.65,106.91,103.1,103.95,109.43,113.09,105.15,97.21,89.17,140.0,94.84,107.15,93.52,94.76,105.87,118.79,101.35
2021-04-01,109.72,108.61,103.63,107.95,105.04,105.22,112.24,114.18,106.97,98.81,89.52,140.0,97.62,107.85,96.86,95.08,105.1,118.79,100.31
2021-05-01,111.1,109.95,104.82,109.39,106.05,105.85,113.7,115.73,108.22,101.45,90.97,140.0,101.57,108.1,101.86,94.28,105.87,118.79,101.35
2021-06-01,111.98,111.2,106.03,110.46,107.17,108.06,114.96,115.13,109.23,103.28,93.41,140.0,103.32,108.4,104.01,94.21,105.87,118.79,101.35
2021-07-01,111.65,111.07,105.67,110.07,106.3,108.16,115.07,114.02,110.02,107.71,99.65,140.0,107.31,114.29,107.2,102.59,105.87,118.79,101.35
2021-08-01,112.53,111.77,106.64,110.93,107.06,109.36,115.52,115.59,111.66,112.23,105.95,140.0,111.43,119.32,110.79,109.87,105.87,118.79,101.35
2021-09-01,114.14,113.61,108.27,112.36,109.15,112.29,117.53,116.3,114.88,121.09,115.21,140.0,121.67,120.76,123.09,111.93,105.87,118.79,101.35
2021-10-01,117.3,116.86,111.67,114.91,110.69,114.45,121.18,119.04,120.4,142.57,126.45,140.0,154.33,125.41,159.79,137.2,105.87,118.79,101.35
2021-11-01,122.38,122.21,116.27,119.95,115.09,119.21,127.18,123.05,124.44,157.81,136.51,140.0,176.03,128.39,185.76,142.29,106.25,118.79,101.87
2021-12-01,125.79,126.25,118.99,125.03,121.21,121.57,131.59,123.94,129.03,166.75,143.22,140.0,188.21,127.64,200.52,145.88,106.25,118.79,101.87
2022-01-01,127.78,127.9,120.06,127.47,122.18,123.8,133.23,127.27,130.59,172.12,149.18,128.46,196.33,128.58,211.31,140.06,108.31,118.22,104.84
2022-02-01,131.32,131.36,124.36,131.36,125.21,126.87,136.07,131.19,133.88,177.47,155.07,119.23,204.02,132.43,219.33,148.4,109.17,121.54,104.84
2022-03-01,138.73,137.99,131.73,137.5,131.54,136.83,142.2,141.68,144.51,191.83,165.7,119.23,223.67,138.0,240.99,164.41,109.17,121.54,104.84
2022-04-01,149.9,149.8,141.43,147.43,144.76,146.96,156.12,150.29,147.46,202.12,175.48,118.46,236.39,143.73,250.71,204.72,109.17,121.54,104.84
2022-05-01,153.0,152.8,144.09,149.42,147.86,149.17,159.81,153.77,149.75,204.55,181.63,118.46,236.67,147.99,250.13,208.23,109.17,121.54,104.84
2022-06-01,155.29,154.85,145.83,151.34,149.48,149.3,162.29,157.07,153.1,205.0,186.03,118.46,234.44,148.85,246.82,211.45,109.17,121.54,104.84
2022-07-01,153.76,153.19,145.05,149.98,149.8,146.48,160.01,156.05,153.5,207.11,192.61,118.46,233.81,150.31,246.31,208.34,109.17,121.54,104.84
2022-08-01,153.91,153.31,146.56,151.54,149.73,149.33,158.46,156.33,155.03,209.65,195.63,118.46,236.5,156.22,249.05,208.09,109.17,121.54,104.84
2022-09-01,154.71,153.72,146.97,152.27,150.92,149.83,158.7,158.68,153.58,217.73,202.9,118.46,246.65,167.82,260.84,204.99,109.17,121.54,104.84
2022-10-01,156.05,154.79,147.8,152.83,153.26,149.7,160.18,161.12,152.55,219.57,205.39,118.46,248.38,171.1,262.63,205.03,109.17,121.54,104.84
2022-11-01,156.65,155.55,148.49,153.96,158.12,151.68,160.54,161.1,151.15,216.45,203.85,118.46,243.57,167.97,257.07,204.43,109.98,121.54,105.94
2022-12-01,155.84,154.57,147.51,153.56,157.51,150.64,159.3,160.96,149.61,209.59,199.77,118.46,233.48,163.25,246.06,196.79,109.98,121.54,105.94
2023-01-01,154.95,153.09,145.95,151.82,153.08,149.16,158.11,162.46,146.72,200.17,195.96,130.0,216.22,165.29,225.13,191.26,112.78,123.46,109.04
2023-02-01,154.56,152.32,145.73,151.15,151.71,149.3,156.93,163.58,147.69,193.28,189.81,130.0,207.54,161.71,215.68,184.13,115.16,124.37,111.93
2023-03-01,153.4,151.44,145.13,151.11,150.88,149.01,155.47,161.32,144.6,183.79,181.74,130.0,195.28,161.44,201.61,175.7,117.13,125.06,114.35
2023-04-01,149.28,147.01,142.35,147.95,149.62,144.65,149.4,158.45,140.8,172.79,175.12,130.0,179.15,159.17,183.36,164.08,119.11,126.15,116.65
2023-05-01,146.27,142.99,138.36,145.75,147.61,140.13,144.56,159.49,137.73,163.04,169.57,130.0,164.65,158.46,165.66,162.14,120.46,126.74,118.27
2023-06-01,143.69,138.38,131.74,141.16,145.44,135.87,140.96,165.09,136.48,157.82,167.85,130.0,156.01,149.88,156.11,160.16,121.36,127.18,119.33
2023-07-01,141.29,134.02,128.95,137.88,145.05,133.86,134.85,170.58,134.91,151.3,161.99,130.0,147.81,145.81,147.24,153.56,121.91,127.51,119.96
2023-08-01,139.29,130.99,125.95,134.19,141.63,131.46,132.04,172.71,134.26,147.14,156.42,130.0,143.86,141.05,143.16,151.21,122.41,127.61,120.59
2023-09-01,137.19,129.06,125.15,131.8,140.37,127.97,129.77,169.95,133.77,145.32,151.78,130.0,143.67,140.58,143.79,145.25,122.78,127.88,120.99
2023-10-01,137.91,129.01,125.6,130.62,139.07,127.17,130.03,173.77,133.76,143.72,149.49,130.0,142.25,134.05,142.58,146.35,122.4,128.35,120.32
2023-11-01,135.2,127.09,122.25,128.49,137.77,127.47,128.8,167.89,131.1,142.02,146.48,130.0,141.14,131.09,142.15,141.77,125.32,128.53,124.19
2023-12-01,136.48,128.75,123.42,134.96,136.91,127.28,128.97,167.65,131.53,142.93,144.89,130.0,143.97,140.03,144.66,142.0,125.54,128.62,124.46
